date,mosquito,temp,rain_per_day,cum_rain,wind,humidity,steam_pressure,sunshine_time,sunshine
2015-09-15,0,0.641975309,0,0,0.359375,0.17414966,0.241721854,0.686131387,0.562438221
2015-09-16,0.144548239,0.617283951,0,0,0.40625,0.292517007,0.304635762,0.270072993,0.32092257
2015-09-17,0.112968496,0.462962963,0.242214533,0.090909091,0.5625,0.730612245,0.417218543,0,0.057331137
2015-09-18,0.116826141,0.469135802,0,0,0.578125,0.404081633,0.261589404,0.766423358,0.463920923
2015-09-19,0.132105442,0.552469136,0,0,0.59375,0.34829932,0.298013245,0.744525547,0.524217463
2015-09-20,0.13055482,0.472222222,0,0,0.28125,0.205442177,0.168874172,0.649635036,0.407248764
2015-09-21,0.140085473,0.515432099,0,0,0.296875,0.34829932,0.248344371,0.802919708,0.536079077
2015-09-22,0.1446617,0.537037037,0,0,0.296875,0.458503401,0.317880795,0.766423358,0.496210873
2015-09-23,0.154078893,0.564814815,0,0,0.21875,0.594557823,0.42384106,0.503649635,0.391103789
2015-09-24,0.116637041,0.580246914,0,0,0.359375,0.507482993,0.38410596,0.715328467,0.476112026
2015-09-25,0.120721607,0.459876543,0,0,0.578125,0.272108844,0.188741722,0.788321168,0.54398682
2015-09-26,0.133618244,0.354938272,0.024221453,0.090909091,0.34375,0.640816327,0.278145695,0.160583942,0.155189456
2015-09-27,0.119322265,0.293209877,0.024221453,0.181818182,0.375,0.663945578,0.241721854,0.109489051,0.196705107
2015-09-28,0.135887448,0.339506173,0,0,0.421875,0.444897959,0.185430464,0.773722628,0.500164745
2015-09-29,0.145304641,0.422839506,0,0,0.390625,0.579591837,0.304635762,0.737226277,0.454036244
2015-09-30,0.157369237,0.487654321,0,0,0.25,0.555102041,0.317880795,0.671532847,0.463591433
2015-10-01,0.119851745,0.512345679,0,0,0.28125,0.521088435,0.331125828,0.715328467,0.435255354
2015-10-02,0.037063651,0.5,0,0,0.28125,0.642176871,0.394039735,0.554744526,0.328500824
2015-10-03,0.190083582,0.537037037,0,0,0.265625,0.557823129,0.370860927,0.744525547,0.455354201
2015-10-04,0.097235354,0.512345679,0,0,0.203125,0.561904762,0.357615894,0.656934307,0.384843493
2015-10-05,0.092772588,0.518518519,0,0,0.3125,0.593197279,0.377483444,0.554744526,0.351565074
2015-10-06,0.071933739,0.540123457,0,0,0.25,0.621768707,0.413907285,0.503649635,0.354859967
2015-10-07,0.090238645,0.512345679,0,0,0.25,0.662585034,0.410596026,0.489051095,0.327182867
2015-10-08,0.074089482,0.5,0,0,0.34375,0.557823129,0.350993377,0.335766423,0.303130148
2015-10-09,0.073181801,0.5,0,0,0.375,0.616326531,0.380794702,0.299270073,0.238550247
2015-10-10,0.055444197,0.481481481,0.07266436,0.090909091,0.390625,0.552380952,0.334437086,0.503649635,0.344645799
2015-10-11,0.021179229,0.462962963,0,0,0.328125,0.370068027,0.231788079,0.627737226,0.426688633
2015-10-12,0.014901101,0.422839506,0.01384083,0.090909091,0.375,0.585034014,0.304635762,0.175182482,0.234266886
2015-10-13,0.033962407,0.333333333,0.183391003,0.181818182,0.5,0.619047619,0.258278146,0.510948905,0.30214168
2015-10-14,0.05763776,0.265432099,0,0,0.390625,0.342857143,0.125827815,0.708029197,0.428665568
2015-10-15,0.060474263,0.219135802,0.003460208,0.090909091,0.375,0.361904762,0.112582781,0.510948905,0.357825371
2015-10-16,0.065995991,0.12654321,0,0,0.40625,0.244897959,0.052980132,0.708029197,0.449423394
2015-10-17,0.068870315,0.135802469,0,0,0.328125,0.254421769,0.056291391,0.708029197,0.445469522
2015-10-18,0.076699066,0.175925926,0,0,0.25,0.334693878,0.086092715,0.343065693,0.275123558
2015-10-19,0.080594531,0.293209877,0,0,0.25,0.499319728,0.188741722,0.481751825,0.285996705
2015-10-20,0.09413411,0.324074074,0,0,0.21875,0.595918367,0.225165563,0.656934307,0.357166392
2015-10-21,0.088423282,0.336419753,0,0,0.25,0.519727891,0.205298013,0.664233577,0.364744646
2015-10-22,0.098483416,0.367283951,0,0,0.265625,0.545578231,0.245033113,0.591240876,0.314991763
2015-10-23,0.091600166,0.37654321,0.031141869,0.090909091,0.734375,0.545578231,0.251655629,0.408759124,0.277429984
2015-10-24,0.157974358,0.283950617,0.169550173,0.181818182,0.9375,0.921088435,0.314569536,0,0.065897858
2015-10-25,0.081426572,0.302469136,0.07266436,0.272727273,0.8125,0.908843537,0.324503311,0,0.067545305
2015-10-26,0.067508793,0.293209877,0.024221453,0.363636364,0.328125,0.868027211,0.304635762,0,0.114662273
2015-10-27,0.045837903,0.268518519,0,0,0.28125,0.76462585,0.251655629,0.189781022,0.199670511
2015-10-28,0.009530653,0.317901235,0,0,0.25,0.66122449,0.251655629,0.518248175,0.312026359
2015-10-29,0.012329337,0.407407407,0,0,0.4375,0.540136054,0.271523179,0.649635036,0.364085667
2015-10-30,0.005710828,0.314814815,0.155709343,0.090909091,0.625,0.816326531,0.301324503,0,0.050741351
2015-10-31,0.001021141,0.354938272,0.024221453,0.181818182,0.21875,1,0.40397351,0,0.073805601
2016-04-18,0.00699671,0.611111111,0.114186851,0.090909091,0.34375,0.553741497,0.440397351,0.547445255,0.523558484
2016-04-19,0.009757573,0.358024691,0.186851211,0.181818182,0.765625,0.847619048,0.367549669,0,0.053706755
2016-04-20,0.034832268,0.444444444,0,0,0.796875,0.310204082,0.195364238,0.934306569,0.819769357
2016-04-21,0.039597595,0.543209877,0.051903114,0.090909091,0.265625,0.367346939,0.264900662,0.795620438,0.71169687
2016-04-22,0.048863507,0.462962963,0.065743945,0.181818182,0.3125,0.891156463,0.476821192,0,0.062932455
2016-04-23,0.027986839,0.469135802,0,0,0.40625,0.496598639,0.278145695,0.905109489,0.788467875
2016-04-24,0.043909081,0.558641975,0,0,0.328125,0.285714286,0.235099338,0.839416058,0.774629325
2016-04-25,0.050073749,0.583333333,0,0,0.3125,0.26122449,0.254966887,0.394160584,0.573311367
2016-04-26,0.061760145,0.407407407,0.093425606,0.090909091,0.359375,0.797278912,0.377483444,0.00729927,0.151565074
2016-04-27,0.069702356,0.466049383,0,0,0.3125,0.504761905,0.291390728,0.941605839,0.804283361
2016-04-28,0.05782686,0.509259259,0,0,0.421875,0.525170068,0.334437086,0.912408759,0.788797364
2016-04-29,0,0.533950617,0.003460208,0.090909091,0.328125,0.45170068,0.304635762,0.846715328,0.819110379
2016-04-30,0,0.583333333,0,0,0.359375,0.317006803,0.278145695,0.810218978,0.783525535
2016-05-01,0,0.49691358,0.311418685,0.090909091,0.421875,0.681632653,0.40397351,0.328467153,0.412850082
2016-05-02,0,0.450617284,0.017301038,0.181818182,0.5,0.45170068,0.245033113,0.897810219,0.808566722
2016-05-03,0.080291971,0.555555556,0,0,0.296875,0.340136054,0.264900662,0.95620438,0.813509061
2016-05-04,0.00756401,0.648148148,0,0,0.296875,0.224489796,0.254966887,0.96350365,0.849093904
2016-05-05,0.074316403,0.709876543,0,0,0.25,0.171428571,0.261589404,0.97810219,0.822075783
2016-05-06,0.10162248,0.700617284,0,0,0.28125,0.111564626,0.231788079,0.934306569,0.773640857
2016-05-07,0.046443024,0.703703704,0,0,0.3125,0,0.158940397,0.905109489,0.792421746
2016-05-08,0.090049544,0.722222222,0,0,0.296875,0.152380952,0.274834437,0.861313869,0.811532125
2016-05-09,0.102454521,0.679012346,0,0,0.328125,0.26122449,0.321192053,0.562043796,0.583196046
2016-05-10,0.082523354,0.478395062,0.266435986,0.090909091,0.40625,0.8,0.450331126,0.167883212,0.233278418
2016-05-11,0.071215158,0.567901235,0,0,0.421875,0.6,0.437086093,0.372262774,0.514003295
2016-05-12,0.089860444,0.558641975,0,0,0.28125,0.655782313,0.463576159,0.109489051,0.273476112
2016-05-13,0.073446541,0.604938272,0,0,0.265625,0.510204082,0.400662252,0.605839416,0.681383855
2016-05-14,0.107333308,0.62962963,0,0,0.328125,0.439455782,0.397350993,0.95620438,0.787479407
2016-05-15,0.126356794,0.62345679,0,0,0.359375,0.439455782,0.397350993,0.635036496,0.681054366
2016-05-16,0.138913052,0.641975309,0,0,0.375,0.455782313,0.407284768,0.934306569,0.809555189
2016-05-17,0.117355622,0.62654321,0,0,0.390625,0.541496599,0.453642384,0.846715328,0.724546952
2016-05-18,0.276767142,0.679012346,0,0,0.328125,0.299319728,0.32781457,0.95620438,0.805601318
2016-05-19,0.147346923,0.675925926,0,0,0.375,0.197278912,0.278145695,0.98540146,0.836243822
2016-05-20,0.167656291,0.645061728,0,0,0.34375,0.330612245,0.337748344,0.854014599,0.752553542
2016-05-21,0.193336107,0.614197531,0,0,0.25,0.380952381,0.357615894,0.197080292,0.370345964
2016-05-22,0.371317272,0.722222222,0,0,0.265625,0.319727891,0.38410596,0.861313869,0.804942339
2016-05-23,0.229794637,0.679012346,0,0,0.359375,0.344217687,0.390728477,0.335766423,0.513014827
2016-05-24,0.209220529,0.62962963,0.000692042,0.090909091,0.265625,0.621768707,0.51986755,0.167883212,0.310378913
2016-05-25,0.256722514,0.641975309,0,0,0.359375,0.572789116,0.493377483,0.846715328,0.673805601
2016-05-26,0.199500775,0.703703704,0,0,0.3125,0.485714286,0.496688742,0.905109489,0.752553542
2016-05-27,0.225974812,0.719135802,0,0,0.34375,0.504761905,0.529801325,0.883211679,0.71630972
2016-05-28,0.262811543,0.685185185,0.020761246,0.090909091,0.265625,0.68707483,0.639072848,0.051094891,0.257331137
2016-05-29,0.235240725,0.685185185,0.010380623,0.181818182,0.328125,0.756462585,0.685430464,0.284671533,0.345304778
2016-05-30,0.223516508,0.685185185,0,0,0.375,0.63537415,0.59602649,0.671532847,0.654695222
2016-05-31,0.204341742,0.694444444,0,0,0.328125,0.526530612,0.529801325,0.569343066,0.64184514
2016-06-01,0.235618925,0.604938272,0.107266436,0.090909091,0.421875,0.789115646,0.592715232,0.138686131,0.232289951
2016-06-02,0.228017095,0.604938272,0,0,0.4375,0.676190476,0.526490066,0.510948905,0.45568369
