mosquito,temp,rain_per_day,cum_rain,wind,humidity,steam_pressure,sunshine_time,sunshine
0.206837865,0.701863354,0,0,0.296875,0.556010929,0.555932203,0.642335766,0.604942339
0.236261866,0.720496894,0,0,0.265625,0.576502732,0.586440678,0.459854015,0.556507414
0.192882266,0.760869565,0,0,0.265625,0.495901639,0.576271186,0.525547445,0.540691928
0.155516055,0.708074534,0.211072664,0.090909091,0.3125,0.700819672,0.66779661,0.072992701,0.284678748
0.13736243,0.720496894,0.000692042,0.181818182,0.328125,0.644808743,0.640677966,0.532846715,0.542009885
0.204795583,0.670807453,0.024221453,0.272727273,0.3125,0.710382514,0.627118644,0.233576642,0.290280066
0.207367346,0.661490683,0,0,0.4375,0.536885246,0.484745763,0.664233577,0.610873147
0.29722779,0.711180124,0,0,0.421875,0.472677596,0.488135593,0.97810219,0.842504119
0.241972694,0.711180124,0,0,0.25,0.433060109,0.457627119,0.364963504,0.452059308
0.242048334,0.720496894,0,0,0.28125,0.509562842,0.53220339,0.671532847,0.588797364
0.234975984,0.739130435,0,0,0.34375,0.467213115,0.53559322,0.547445255,0.58121911
0.265042926,0.717391304,0.001384083,0.090909091,0.4375,0.741803279,0.718644068,0.065693431,0.245469522
0.283990772,0.698757764,0.750865052,0.181818182,0.359375,0.856557377,0.772881356,0,0.106425041
0.276048561,0.683229814,0.027681661,0.272727273,0.375,0.786885246,0.691525424,0.313868613,0.433937397
0.290722741,0.683229814,0,0,0.25,0.636612022,0.586440678,0.277372263,0.398023064
0.314965395,0.630434783,0.204152249,0.090909091,0.46875,0.837431694,0.650847458,0.058394161,0.166392092
0.294315646,0.670807453,0.69550173,0.181818182,0.4375,0.953551913,0.796610169,0,0.071499176
0.288226618,0.664596273,0,0,0.296875,0.68579235,0.593220339,0.489051095,0.514662273
0.269467872,0.698757764,0,0,0.203125,0.653005464,0.616949153,0.416058394,0.49785832
0.305548202,0.801242236,0,0,0.28125,0.583333333,0.698305085,0.97080292,0.798682043
0.264362165,0.813664596,0,0,0.3125,0.56010929,0.694915254,0.883211679,0.801647446
0.385121591,0.819875776,0,0,0.28125,0.554644809,0.708474576,0.627737226,0.682042834
0.206800045,0.835403727,0,0,0.265625,0.595628415,0.772881356,0.408759124,0.496210873
0.182443932,0.770186335,0.020761246,0.090909091,0.328125,0.569672131,0.650847458,0.605839416,0.58616145
0.135433607,0.770186335,0,0,0.328125,0.617486339,0.698305085,0.335766423,0.454695222
0.15967626,0.807453416,0.000692042,0.090909091,0.328125,0.588797814,0.718644068,0.722627737,0.553212521
0.163912106,0.767080745,0.010380623,0.181818182,0.40625,0.494535519,0.589830508,0.189781022,0.401976936
0.196323891,0.599378882,0.321799308,0.272727273,0.546875,0.942622951,0.674576271,0,0.121252059
0.172988919,0.627329193,0.017301038,0.363636364,0.40625,0.807377049,0.627118644,0,0.164744646
0.191482924,0.711180124,0.001384083,0.454545455,0.234375,0.700819672,0.671186441,0.591240876,0.482701812
